,0
3135," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3136,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3137," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3138," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3139," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3140," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3141," chills, vomiting, fatigue/nIt might be Tuberculosis"
3142," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3143," chills, fatigue, cough/nIt might be Pneumonia"
3144," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3145," vomiting, breathlessness, sweating/nIt might be Heart attack"
3146," fatigue, cramps, bruising/nIt might be Varicose veins"
3147," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3148," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3149," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3150," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3151," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3152," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3153," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3154," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3155," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3156," skin_rash, high_fever, blister/nIt might be Impetigo"
3157,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3158," continuous_sneezing, shivering, chills/nIt might be Allergy"
3159," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3160,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3161,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3162," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3163," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3164," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3165," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3166," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3167," headache, chest_pain, dizziness/nIt might be Hypertension "
3168," acidity, indigestion, headache/nIt might be Migraine"
3169," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3170," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3171,"itching, vomiting, fatigue/nIt might be Jaundice"
3172," chills, vomiting, high_fever/nIt might be Malaria"
3173,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3174," skin_rash, chills, joint_pain/nIt might be Dengue"
3175," chills, vomiting, fatigue/nIt might be Typhoid"
3176," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3177,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3178," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3179," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3180," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3181," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3182," chills, vomiting, fatigue/nIt might be Tuberculosis"
3183," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3184," chills, fatigue, cough/nIt might be Pneumonia"
3185," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3186," vomiting, breathlessness, sweating/nIt might be Heart attack"
3187," fatigue, cramps, bruising/nIt might be Varicose veins"
3188," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3189," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3190," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3191," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3192," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3193," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3194," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3195," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3196," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3197," skin_rash, high_fever, blister/nIt might be Impetigo"
3198,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3199," continuous_sneezing, shivering, chills/nIt might be Allergy"
3200," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3201,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3202,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3203," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3204," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3205," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3206," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3207," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3208," headache, chest_pain, dizziness/nIt might be Hypertension "
3209," acidity, indigestion, headache/nIt might be Migraine"
3210," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3211," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3212,"itching, vomiting, fatigue/nIt might be Jaundice"
3213," chills, vomiting, high_fever/nIt might be Malaria"
3214,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3215," skin_rash, chills, joint_pain/nIt might be Dengue"
3216," chills, vomiting, fatigue/nIt might be Typhoid"
3217," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3218,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3219," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3220," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3221," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3222," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3223," chills, vomiting, fatigue/nIt might be Tuberculosis"
3224," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3225," chills, fatigue, cough/nIt might be Pneumonia"
3226," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3227," vomiting, breathlessness, sweating/nIt might be Heart attack"
3228," fatigue, cramps, bruising/nIt might be Varicose veins"
3229," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3230," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3231," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3232," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3233," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3234," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3235," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3236," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3237," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3238," skin_rash, high_fever, blister/nIt might be Impetigo"
3239,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3240," continuous_sneezing, shivering, chills/nIt might be Allergy"
3241," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3242,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3243,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3244," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3245," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3246," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3247," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3248," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3249," headache, chest_pain, dizziness/nIt might be Hypertension "
3250," acidity, indigestion, headache/nIt might be Migraine"
3251," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3252," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3253,"itching, vomiting, fatigue/nIt might be Jaundice"
3254," chills, vomiting, high_fever/nIt might be Malaria"
3255,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3256," skin_rash, chills, joint_pain/nIt might be Dengue"
3257," chills, vomiting, fatigue/nIt might be Typhoid"
3258," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3259,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3260," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3261," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3262," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3263," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3264," chills, vomiting, fatigue/nIt might be Tuberculosis"
3265," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3266," chills, fatigue, cough/nIt might be Pneumonia"
3267," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3268," vomiting, breathlessness, sweating/nIt might be Heart attack"
3269," fatigue, cramps, bruising/nIt might be Varicose veins"
3270," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3271," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3272," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3273," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3274," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3275," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3276," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3277," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3278," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3279," skin_rash, high_fever, blister/nIt might be Impetigo"
3280,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3281," continuous_sneezing, shivering, chills/nIt might be Allergy"
3282," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3283,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3284,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3285," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3286," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3287," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3288," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3289," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3290," headache, chest_pain, dizziness/nIt might be Hypertension "
3291," acidity, indigestion, headache/nIt might be Migraine"
3292," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3293," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3294,"itching, vomiting, fatigue/nIt might be Jaundice"
3295," chills, vomiting, high_fever/nIt might be Malaria"
3296,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3297," skin_rash, chills, joint_pain/nIt might be Dengue"
3298," chills, vomiting, fatigue/nIt might be Typhoid"
3299," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3300,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3301," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3302," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3303," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3304," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3305," chills, vomiting, fatigue/nIt might be Tuberculosis"
3306," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3307," chills, fatigue, cough/nIt might be Pneumonia"
3308," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3309," vomiting, breathlessness, sweating/nIt might be Heart attack"
3310," fatigue, cramps, bruising/nIt might be Varicose veins"
3311," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3312," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3313," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3314," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3315," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3316," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3317," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3318," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3319," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3320," skin_rash, high_fever, blister/nIt might be Impetigo"
3321,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3322," continuous_sneezing, shivering, chills/nIt might be Allergy"
3323," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3324,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3325,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3326," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3327," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3328," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3329," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3330," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3331," headache, chest_pain, dizziness/nIt might be Hypertension "
3332," acidity, indigestion, headache/nIt might be Migraine"
3333," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3334," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3335,"itching, vomiting, fatigue/nIt might be Jaundice"
3336," chills, vomiting, high_fever/nIt might be Malaria"
3337,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3338," skin_rash, chills, joint_pain/nIt might be Dengue"
3339," chills, vomiting, fatigue/nIt might be Typhoid"
3340," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3341,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3342," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3343," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3344," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3345," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3346," chills, vomiting, fatigue/nIt might be Tuberculosis"
3347," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3348," chills, fatigue, cough/nIt might be Pneumonia"
3349," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3350," vomiting, breathlessness, sweating/nIt might be Heart attack"
3351," fatigue, cramps, bruising/nIt might be Varicose veins"
3352," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3353," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3354," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3355," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3356," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3357," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3358," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3359," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3360," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3361," skin_rash, high_fever, blister/nIt might be Impetigo"
3362,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3363," continuous_sneezing, shivering, chills/nIt might be Allergy"
3364," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3365,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3366,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3367," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
