itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 continuous_sneezing, chills, fatigue/nIt might be Common Cold
 chills, fatigue, cough/nIt might be Pneumonia
 constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)
 vomiting, breathlessness, sweating/nIt might be Heart attack
 fatigue, cramps, bruising/nIt might be Varicose veins
 fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism
 fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism
 vomiting, fatigue, anxiety/nIt might be Hypoglycemia
 joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis
 muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis
 vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo
 skin_rash, pus_filled_pimples, blackheads/nIt might be Acne
 burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection
 skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis
 skin_rash, high_fever, blister/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 continuous_sneezing, chills, fatigue/nIt might be Common Cold
 chills, fatigue, cough/nIt might be Pneumonia
 constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)
 vomiting, breathlessness, sweating/nIt might be Heart attack
 fatigue, cramps, bruising/nIt might be Varicose veins
 fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism
 fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism
 vomiting, fatigue, anxiety/nIt might be Hypoglycemia
 joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis
 muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis
 vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo
 skin_rash, pus_filled_pimples, blackheads/nIt might be Acne
 burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection
 skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis
 skin_rash, high_fever, blister/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 continuous_sneezing, chills, fatigue/nIt might be Common Cold
 chills, fatigue, cough/nIt might be Pneumonia
 constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)
 vomiting, breathlessness, sweating/nIt might be Heart attack
 fatigue, cramps, bruising/nIt might be Varicose veins
 fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism
 fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism
 vomiting, fatigue, anxiety/nIt might be Hypoglycemia
 joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis
 muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis
 vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo
 skin_rash, pus_filled_pimples, blackheads/nIt might be Acne
 burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection
 skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis
 skin_rash, high_fever, blister/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 continuous_sneezing, chills, fatigue/nIt might be Common Cold
 chills, fatigue, cough/nIt might be Pneumonia
 constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)
 vomiting, breathlessness, sweating/nIt might be Heart attack
 fatigue, cramps, bruising/nIt might be Varicose veins
 fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism
 fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism
 vomiting, fatigue, anxiety/nIt might be Hypoglycemia
 joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis
 muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis
 vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo
 skin_rash, pus_filled_pimples, blackheads/nIt might be Acne
 burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection
 skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis
 skin_rash, high_fever, blister/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 continuous_sneezing, chills, fatigue/nIt might be Common Cold
 chills, fatigue, cough/nIt might be Pneumonia
 constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)
 vomiting, breathlessness, sweating/nIt might be Heart attack
 fatigue, cramps, bruising/nIt might be Varicose veins
 fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism
 fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism
 vomiting, fatigue, anxiety/nIt might be Hypoglycemia
 joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis
 muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis
 vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo
 skin_rash, pus_filled_pimples, blackheads/nIt might be Acne
 burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection
 skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis
 skin_rash, high_fever, blister/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 continuous_sneezing, chills, fatigue/nIt might be Common Cold
 chills, fatigue, cough/nIt might be Pneumonia
 constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)
 vomiting, breathlessness, sweating/nIt might be Heart attack
 fatigue, cramps, bruising/nIt might be Varicose veins
 fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism
 fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism
 vomiting, fatigue, anxiety/nIt might be Hypoglycemia
 joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis
 muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis
 vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo
 skin_rash, pus_filled_pimples, blackheads/nIt might be Acne
 burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection
 skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis
 skin_rash, high_fever, blister/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
